SLOT,Table Games,Roulette Games,prol,Penny Roulette,轮盘小额版
SLOT,Table Games,Roulette Games,presrol,Roulette Deluxe,轮盘豪华版
SLOT,Table Games,Roulette Games,frr_g,Premium French Roulette,法式奖金轮盘赌
SLOT,Table Games,Roulette Games,db1000ro,1000 Diamond Bet Roulette,1000钻石轮盘赌
SLOT,Table Games,Roulette Games,mfbro,Mega Fire Blaze: Roulette,百万烈焰大奖：轮盘
SLOT,Video Pokers,Poker Games,po,Jacks or Better,杰克高手
SLOT,Video Pokers,Poker Games,jp,Joker Poker,小丑扑克
SLOT,Video Pokers,Poker Games,jb_mh,Jacks or Better Multi-Hand,多幅杰克高手
SLOT,Video Pokers,Poker Games,dw_mh,Deuces Wild Multi-Hand,演绎狂野
SLOT,Video Pokers,Poker Games,af_mh,Aces and Faces Multi-Hand,最佳拍档
